"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
122,105,"IND","India",12,"Gujarat",122,"Jamnagar","District","District",NA,NA
123,105,"IND","India",12,"Gujarat",123,"Junagadh","District","District",NA,NA
124,105,"IND","India",12,"Gujarat",124,"Kachchh","District","District",NA,"Kutch"
125,105,"IND","India",12,"Gujarat",125,"Kheda","District","District",NA,"Kaira"
126,105,"IND","India",12,"Gujarat",126,"Mahesana","District","District",NA,"Mehasana, Mehsana"
127,105,"IND","India",12,"Gujarat",127,"Narmada","District","District",NA,NA
128,105,"IND","India",12,"Gujarat",128,"Navsari","District","District",NA,NA
129,105,"IND","India",12,"Gujarat",129,"Panch Mahals","District","District",NA,"Godhra, Panchmahal"
130,105,"IND","India",12,"Gujarat",130,"Patan","District","District",NA,NA
131,105,"IND","India",12,"Gujarat",131,"Porbandar","District","District",NA,NA
132,105,"IND","India",12,"Gujarat",132,"Rajkot","District","District",NA,NA
133,105,"IND","India",12,"Gujarat",133,"Sabar Kantha","District","District",NA,"Sabarkantha, Himatnagar"
134,105,"IND","India",12,"Gujarat",134,"Surat","District","District",NA,NA
135,105,"IND","India",12,"Gujarat",135,"Surendranagar","District","District",NA,NA
136,105,"IND","India",12,"Gujarat",136,"The Dangs","District","District",NA,"Dangs"
137,105,"IND","India",12,"Gujarat",137,"Vadodara","District","District",NA,"Baroda"
138,105,"IND","India",12,"Gujarat",138,"Valsad","District","District",NA,"Bulsar|Walsad"
139,105,"IND","India",13,"Haryana",139,"Ambala","District","District",NA,NA
140,105,"IND","India",13,"Haryana",140,"Bhiwani","District","District",NA,NA
141,105,"IND","India",13,"Haryana",141,"Faridabad","District","District",NA,NA
142,105,"IND","India",13,"Haryana",142,"Fatehabad","District","District",NA,NA
143,105,"IND","India",13,"Haryana",143,"Gurgaon","District","District",NA,NA
144,105,"IND","India",13,"Haryana",144,"Hisar","District","District",NA,NA
145,105,"IND","India",13,"Haryana",145,"Jhajjar","District","District",NA,NA
146,105,"IND","India",13,"Haryana",146,"Jind","District","District",NA,NA
147,105,"IND","India",13,"Haryana",147,"Kaithal","District","District",NA,NA
148,105,"IND","India",13,"Haryana",148,"Karnal","District","District",NA,NA
149,105,"IND","India",13,"Haryana",149,"Kurukshetra","District","District",NA,NA
150,105,"IND","India",13,"Haryana",150,"Mahendragarh","District","District",NA,"Mahendergarh, Mahendragarth, Mohindargarh, Mohindergarh"
151,105,"IND","India",13,"Haryana",151,"Panchkula","District","District",NA,NA
152,105,"IND","India",13,"Haryana",152,"Panipat","District","District",NA,NA
153,105,"IND","India",13,"Haryana",153,"Rewari","District","District",NA,NA
154,105,"IND","India",13,"Haryana",154,"Rohtak","District","District",NA,NA
155,105,"IND","India",13,"Haryana",155,"Sirsa","District","District",NA,"Sirasa"
156,105,"IND","India",13,"Haryana",156,"Sonepat","District","District",NA,"Sonipat"
157,105,"IND","India",13,"Haryana",157,"Yamuna Nagar","District","District",NA,NA
158,105,"IND","India",14,"Himachal Pradesh",158,"Bilaspur","District","District",NA,NA
159,105,"IND","India",14,"Himachal Pradesh",159,"Chamba","District","District",NA,NA
160,105,"IND","India",14,"Himachal Pradesh",160,"Hamirpur","District","District",NA,NA
161,105,"IND","India",14,"Himachal Pradesh",161,"Kangra","District","District",NA,NA
162,105,"IND","India",14,"Himachal Pradesh",162,"Kinnaur","District","District",NA,"Kalpa"
163,105,"IND","India",14,"Himachal Pradesh",163,"Kullu","District","District",NA,NA
164,105,"IND","India",14,"Himachal Pradesh",164,"Lahul and Spiti","District","District",NA,NA
165,105,"IND","India",14,"Himachal Pradesh",165,"Mandi","District","District",NA,NA
166,105,"IND","India",14,"Himachal Pradesh",166,"Shimla","District","District",NA,"Simla"
167,105,"IND","India",14,"Himachal Pradesh",167,"Sirmaur","District","District",NA,"Sirmour|Sirmoor|Sirmur"
168,105,"IND","India",14,"Himachal Pradesh",168,"Solan","District","District",NA,NA
169,105,"IND","India",14,"Himachal Pradesh",169,"Una","District","District",NA,NA
170,105,"IND","India",15,"Jammu and Kashmir",170,"Anantnag (Kashmir South)","District","District",NA,NA
171,105,"IND","India",15,"Jammu and Kashmir",171,"Bagdam","District","District",NA,NA
172,105,"IND","India",15,"Jammu and Kashmir",172,"Baramula (Kashmir North)","District","District",NA,NA
173,105,"IND","India",15,"Jammu and Kashmir",173,"Doda","District","District",NA,NA
174,105,"IND","India",15,"Jammu and Kashmir",174,"Jammu","District","District",NA,NA
175,105,"IND","India",15,"Jammu and Kashmir",175,"Kargil","District","District",NA,NA
176,105,"IND","India",15,"Jammu and Kashmir",176,"Kathua","District","District",NA,NA
177,105,"IND","India",15,"Jammu and Kashmir",177,"Kupwara (Muzaffarabad)","District","District",NA,NA
178,105,"IND","India",15,"Jammu and Kashmir",178,"Ladakh (Leh)","District","District",NA,NA
179,105,"IND","India",15,"Jammu and Kashmir",179,"Pulwama","District","District",NA,NA
180,105,"IND","India",15,"Jammu and Kashmir",180,"Punch","District","District",NA,NA
181,105,"IND","India",15,"Jammu and Kashmir",181,"Rajauri","District","District",NA,NA
182,105,"IND","India",15,"Jammu and Kashmir",182,"Srinagar","District","District",NA,NA
183,105,"IND","India",15,"Jammu and Kashmir",183,"Udhampur","District","District",NA,NA
184,105,"IND","India",16,"Jharkhand",184,"Bokaro","District","District",NA,NA
185,105,"IND","India",16,"Jharkhand",185,"Chatra","District","District",NA,NA
186,105,"IND","India",16,"Jharkhand",186,"Deoghar","District","District",NA,"Devghar"
187,105,"IND","India",16,"Jharkhand",187,"Dhanbad","District","District",NA,NA
188,105,"IND","India",16,"Jharkhand",188,"Dumka","District","District",NA,"Santhal Pargana, Santal Parganas"
189,105,"IND","India",16,"Jharkhand",189,"Garhwa","District","District",NA,NA
190,105,"IND","India",16,"Jharkhand",190,"Giridih","District","District",NA,NA
191,105,"IND","India",16,"Jharkhand",191,"Godda","District","District",NA,"Goodda"
192,105,"IND","India",16,"Jharkhand",192,"Gumla","District","District",NA,NA
193,105,"IND","India",16,"Jharkhand",193,"Hazaribag","District","District",NA,NA
194,105,"IND","India",16,"Jharkhand",194,"Jamtara","District","District",NA,NA
195,105,"IND","India",16,"Jharkhand",195,"Koderma","District","District",NA,NA
196,105,"IND","India",16,"Jharkhand",196,"Latehar","District","District",NA,NA
197,105,"IND","India",16,"Jharkhand",197,"Lohardaga","District","District",NA,"Lohargada"
198,105,"IND","India",16,"Jharkhand",198,"Pakur","District","District",NA,NA
199,105,"IND","India",16,"Jharkhand",199,"Palamu","District","District",NA,NA
200,105,"IND","India",16,"Jharkhand",200,"Pashchim Singhbhum","District","District",NA,"Singhbhum West"
201,105,"IND","India",16,"Jharkhand",201,"Purba Singhbhum","District","District",NA,"Singhbhum East"
202,105,"IND","India",16,"Jharkhand",202,"Ranchi","District","District",NA,NA
203,105,"IND","India",16,"Jharkhand",203,"Sahibganj","District","District",NA,NA
204,105,"IND","India",16,"Jharkhand",204,"Saraikela Kharsawan","District","District",NA,NA
205,105,"IND","India",16,"Jharkhand",205,"Simdega","District","District",NA,NA
206,105,"IND","India",17,"Karnataka",206,"Bagalkot","District","District",NA,NA
207,105,"IND","India",17,"Karnataka",207,"Bangalore Rural","District","District",NA,NA
208,105,"IND","India",17,"Karnataka",208,"Bangalore Urban","District","District",NA,NA
209,105,"IND","India",17,"Karnataka",209,"Belgaum","District","District",NA,NA
210,105,"IND","India",17,"Karnataka",210,"Bellary","District","District",NA,NA
211,105,"IND","India",17,"Karnataka",211,"Bidar","District","District",NA,NA
212,105,"IND","India",17,"Karnataka",212,"Bijapur","District","District",NA,NA
213,105,"IND","India",17,"Karnataka",213,"Chamrajnagar","District","District",NA,NA
214,105,"IND","India",17,"Karnataka",214,"Chikmagalur","District","District",NA,"Chikmaglur|Kadur"
215,105,"IND","India",17,"Karnataka",215,"Chitradurga","District","District",NA,"Chitaldroog|Chitaldrug"
216,105,"IND","India",17,"Karnataka",216,"Dakshin Kannad","District","District",NA,NA
217,105,"IND","India",17,"Karnataka",217,"Davanagere","District","District",NA,NA
218,105,"IND","India",17,"Karnataka",218,"Dharwad","District","District",NA,"Dhawad, Dharwar"
219,105,"IND","India",17,"Karnataka",219,"Gadag","District","District",NA,NA
220,105,"IND","India",17,"Karnataka",220,"Gulbarga","District","District",NA,NA
221,105,"IND","India",17,"Karnataka",221,"Hassan","District","District",NA,NA
222,105,"IND","India",17,"Karnataka",222,"Haveri","District","District",NA,NA
223,105,"IND","India",17,"Karnataka",223,"Kodagu","District","District",NA,"Coorg"
224,105,"IND","India",17,"Karnataka",224,"Kolar","District","District",NA,NA
225,105,"IND","India",17,"Karnataka",225,"Koppal","District","District",NA,NA
226,105,"IND","India",17,"Karnataka",226,"Mandya","District","District",NA,NA
227,105,"IND","India",17,"Karnataka",227,"Mysore","District","District",NA,NA
228,105,"IND","India",17,"Karnataka",228,"Raichur","District","District",NA,NA
229,105,"IND","India",17,"Karnataka",229,"Shimoga","District","District",NA,NA
230,105,"IND","India",17,"Karnataka",230,"Tumkur","District","District",NA,NA
231,105,"IND","India",17,"Karnataka",231,"Udupi","District","District",NA,NA
232,105,"IND","India",17,"Karnataka",232,"Uttar Kannand","District","District",NA,NA
233,105,"IND","India",18,"Kerala",233,"Alappuzha","District","District",NA,"Alleppey"
234,105,"IND","India",18,"Kerala",234,"Ernakulam","District","District",NA,NA
235,105,"IND","India",18,"Kerala",235,"Idukki","District","District",NA,"Idikki"
236,105,"IND","India",18,"Kerala",236,"Kannur","District","District",NA,"Cannanore"
237,105,"IND","India",18,"Kerala",237,"Kasaragod","District","District",NA,NA
238,105,"IND","India",18,"Kerala",238,"Kollam","District","District",NA,"Quilon"
239,105,"IND","India",18,"Kerala",239,"Kottayam","District","District",NA,NA
240,105,"IND","India",18,"Kerala",240,"Kozhikode","District","District",NA,"Calicut"
241,105,"IND","India",18,"Kerala",241,"Malappuram","District","District",NA,NA
242,105,"IND","India",18,"Kerala",242,"Palakkad","District","District",NA,"Palghat"
243,105,"IND","India",18,"Kerala",243,"Pattanamtitta","District","District",NA,NA
244,105,"IND","India",18,"Kerala",244,"Thiruvananthapuram","District","District",NA,"Trivandrum"
245,105,"IND","India",18,"Kerala",245,"Thrissur","District","District",NA,"Trichur"
246,105,"IND","India",18,"Kerala",246,"Wayanad","District","District",NA,"Wynaad|Wynad"
247,105,"IND","India",19,"Lakshadweep",247,"Kavaratti","District","District",NA,NA
248,105,"IND","India",20,"Madhya Pradesh",248,"Anuppur","District","District",NA,NA
249,105,"IND","India",20,"Madhya Pradesh",249,"Ashoknagar","District","District",NA,NA
250,105,"IND","India",20,"Madhya Pradesh",250,"Balaghat","District","District",NA,NA
251,105,"IND","India",20,"Madhya Pradesh",251,"Barwani","District","District",NA,NA
252,105,"IND","India",20,"Madhya Pradesh",252,"Betul","District","District",NA,NA
253,105,"IND","India",20,"Madhya Pradesh",253,"Bhind","District","District",NA,NA
254,105,"IND","India",20,"Madhya Pradesh",254,"Bhopal","District","District",NA,NA
255,105,"IND","India",20,"Madhya Pradesh",255,"Burhanpur","District","District",NA,NA
256,105,"IND","India",20,"Madhya Pradesh",256,"Chhatarpur","District","District",NA,"Chhatapur|Chatarpur"
257,105,"IND","India",20,"Madhya Pradesh",257,"Chhindwara","District","District",NA,NA
258,105,"IND","India",20,"Madhya Pradesh",258,"Damoh","District","District",NA,NA
259,105,"IND","India",20,"Madhya Pradesh",259,"Datia","District","District",NA,NA
260,105,"IND","India",20,"Madhya Pradesh",260,"Dewas","District","District",NA,NA
261,105,"IND","India",20,"Madhya Pradesh",261,"Dhar","District","District",NA,NA
262,105,"IND","India",20,"Madhya Pradesh",262,"Dindori","District","District",NA,NA
263,105,"IND","India",20,"Madhya Pradesh",263,"East Nimar","District","District",NA,"Khandwa"
264,105,"IND","India",20,"Madhya Pradesh",264,"Guna","District","District",NA,"Goona"
265,105,"IND","India",20,"Madhya Pradesh",265,"Gwalior","District","District",NA,"Gird, Gird Gwalior"
266,105,"IND","India",20,"Madhya Pradesh",266,"Harda","District","District",NA,NA
267,105,"IND","India",20,"Madhya Pradesh",267,"Hoshangabad","District","District",NA,NA
268,105,"IND","India",20,"Madhya Pradesh",268,"Indore","District","District",NA,NA
269,105,"IND","India",20,"Madhya Pradesh",269,"Jabalpur","District","District",NA,"Jubbulpore"
270,105,"IND","India",20,"Madhya Pradesh",270,"Jhabua","District","District",NA,NA
271,105,"IND","India",20,"Madhya Pradesh",271,"Katni","District","District",NA,NA
272,105,"IND","India",20,"Madhya Pradesh",272,"Mandla","District","District",NA,NA
273,105,"IND","India",20,"Madhya Pradesh",273,"Mandsaur","District","District",NA,"Mandasor"
274,105,"IND","India",20,"Madhya Pradesh",274,"Morena","District","District",NA,"Tonwarghar"
275,105,"IND","India",20,"Madhya Pradesh",275,"Narsinghpur","District","District",NA,"Narsimhapur"
276,105,"IND","India",20,"Madhya Pradesh",276,"Neemuch","District","District",NA,NA
277,105,"IND","India",20,"Madhya Pradesh",277,"Panna","District","District",NA,NA
278,105,"IND","India",20,"Madhya Pradesh",278,"Raisen","District","District",NA,NA
279,105,"IND","India",20,"Madhya Pradesh",279,"Rajgarh","District","District",NA,NA
280,105,"IND","India",20,"Madhya Pradesh",280,"Ratlam","District","District",NA,NA
281,105,"IND","India",20,"Madhya Pradesh",281,"Rewa","District","District",NA,NA
282,105,"IND","India",20,"Madhya Pradesh",282,"Sagar","District","District",NA,"Saugor"
283,105,"IND","India",20,"Madhya Pradesh",283,"Satna","District","District",NA,NA
284,105,"IND","India",20,"Madhya Pradesh",284,"Sehore","District","District",NA,NA
285,105,"IND","India",20,"Madhya Pradesh",285,"Seoni","District","District",NA,NA
286,105,"IND","India",20,"Madhya Pradesh",286,"Shahdol","District","District",NA,"Sahdol"
287,105,"IND","India",20,"Madhya Pradesh",287,"Shajapur","District","District",NA,NA
288,105,"IND","India",20,"Madhya Pradesh",288,"Sheopur","District","District",NA,"Sheopur Kala"
289,105,"IND","India",20,"Madhya Pradesh",289,"Shivpuri","District","District",NA,"Narwar"
290,105,"IND","India",20,"Madhya Pradesh",290,"Sidhi","District","District",NA,NA
291,105,"IND","India",20,"Madhya Pradesh",291,"Tikamgarh","District","District",NA,NA
292,105,"IND","India",20,"Madhya Pradesh",292,"Ujjain","District","District",NA,NA
293,105,"IND","India",20,"Madhya Pradesh",293,"Umaria","District","District",NA,NA
294,105,"IND","India",20,"Madhya Pradesh",294,"Vidisha","District","District",NA,NA
295,105,"IND","India",20,"Madhya Pradesh",295,"West Nimar","District","District",NA,"Khargone;Khargaon"
296,105,"IND","India",21,"Maharashtra",296,"Ahmednagar","District","District",NA,"Ahmadnagar"
297,105,"IND","India",21,"Maharashtra",297,"Akola","District","District",NA,NA
298,105,"IND","India",21,"Maharashtra",298,"Amravati","District","District",NA,"Amaravati, Amraoti, Amaraoti"
299,105,"IND","India",21,"Maharashtra",299,"Aurangabad","District","District",NA,NA
300,105,"IND","India",21,"Maharashtra",300,"Bhandara","District","District",NA,NA
301,105,"IND","India",21,"Maharashtra",301,"Bid","District","District",NA,"Bir|Beed|Bhir|Bidh"
302,105,"IND","India",21,"Maharashtra",302,"Buldana","District","District",NA,NA
303,105,"IND","India",21,"Maharashtra",303,"Chandrapur","District","District",NA,"Chanda"
304,105,"IND","India",21,"Maharashtra",304,"Dhule","District","District",NA,"Dhulia, West Khandesh"
305,105,"IND","India",21,"Maharashtra",305,"Garhchiroli","District","District",NA,NA
306,105,"IND","India",21,"Maharashtra",306,"Gondiya","District","District",NA,NA
307,105,"IND","India",21,"Maharashtra",307,"Greater Bombay","District","District",NA,NA
308,105,"IND","India",21,"Maharashtra",308,"Hingoli","District","District",NA,NA
309,105,"IND","India",21,"Maharashtra",309,"Jalgaon","District","District",NA,"East Khandesh"
310,105,"IND","India",21,"Maharashtra",310,"Jalna","District","District",NA,NA
311,105,"IND","India",21,"Maharashtra",311,"Kolhapur","District","District",NA,NA
312,105,"IND","India",21,"Maharashtra",312,"Latur","District","District",NA,"Kulaba, Kolaba, Kolabad"
313,105,"IND","India",21,"Maharashtra",313,"Nagpur","District","District",NA,NA
314,105,"IND","India",21,"Maharashtra",314,"Nanded","District","District",NA,"Nander"
315,105,"IND","India",21,"Maharashtra",315,"Nandurbar","District","District",NA,NA
316,105,"IND","India",21,"Maharashtra",316,"Nashik","District","District",NA,"Nasik"
317,105,"IND","India",21,"Maharashtra",317,"Osmanabad","District","District",NA,NA
318,105,"IND","India",21,"Maharashtra",318,"Parbhani","District","District",NA,NA
319,105,"IND","India",21,"Maharashtra",319,"Pune","District","District",NA,"Poona"
320,105,"IND","India",21,"Maharashtra",320,"Raigarh","District","District",NA,"Raygad"
321,105,"IND","India",21,"Maharashtra",321,"Ratnagiri","District","District",NA,NA
322,105,"IND","India",21,"Maharashtra",322,"Sangli","District","District",NA,"South Satara"
323,105,"IND","India",21,"Maharashtra",323,"Satara","District","District",NA,"North Satara"
324,105,"IND","India",21,"Maharashtra",324,"Sindhudurg","District","District",NA,"Kudal, Sindhdurg"
325,105,"IND","India",21,"Maharashtra",325,"Solapur","District","District",NA,"Sholapur"
326,105,"IND","India",21,"Maharashtra",326,"Thane","District","District",NA,"Thana"
327,105,"IND","India",21,"Maharashtra",327,"Wardha","District","District",NA,NA
328,105,"IND","India",21,"Maharashtra",328,"Washim","District","District",NA,NA
329,105,"IND","India",21,"Maharashtra",329,"Yavatmal","District","District",NA,"Yeotmal"
