"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
88,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",88,"n.a. ( 2011)","Taluk","Taluk",NA,NA
89,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",89,"n.a. ( 2012)","Taluk","Taluk",NA,NA
90,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",90,"n.a. ( 2015)","Taluk","Taluk",NA,NA
91,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",91,"n.a. ( 2016)","Taluk","Taluk",NA,NA
92,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",92,"n.a. ( 2019)","Taluk","Taluk",NA,NA
93,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",93,"n.a. ( 2020)","Taluk","Taluk",NA,NA
94,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",94,"Nellore","Taluk","Taluk",NA,NA
95,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",95,"Rapur","Taluk","Taluk",NA,NA
96,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",96,"Suluru","Taluk","Taluk",NA,"Sulurpet"
97,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",97,"Udayagiri","Taluk","Taluk",NA,NA
98,105,"IND","India",2,"Andhra Pradesh",10,"Nellore",98,"Venkatagiri","Taluk","Taluk",NA,NA
99,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",99,"Addanki","Taluk","Taluk",NA,NA
100,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",100,"Chirala","Taluk","Taluk",NA,NA
101,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",101,"Darsi","Taluk","Taluk",NA,NA
102,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",102,"Giddalur","Taluk","Taluk",NA,NA
103,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",103,"Kandukur","Taluk","Taluk",NA,NA
104,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",104,"Kanigiri","Taluk","Taluk",NA,NA
105,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",105,"Markapur","Taluk","Taluk",NA,NA
106,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",106,"Ongole","Taluk","Taluk",NA,NA
107,105,"IND","India",2,"Andhra Pradesh",11,"Prakasam",107,"Podili","Taluk","Taluk",NA,NA
108,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",108,"Chipurupalle","Taluk","Taluk",NA,NA
109,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",109,"Ichchapuram","Taluk","Taluk",NA,NA
110,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",110,"Narsannapeta","Taluk","Taluk",NA,NA
111,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",111,"Palakonda","Taluk","Taluk",NA,NA
112,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",112,"Pathapatnam","Taluk","Taluk",NA,NA
113,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",113,"Sompeta","Taluk","Taluk",NA,NA
114,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",114,"Srikakulam","Taluk","Taluk",NA,NA
115,105,"IND","India",2,"Andhra Pradesh",12,"Srikakulam",115,"Tekkali","Taluk","Taluk",NA,NA
116,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",116,"Anakapalli","Taluk","Taluk",NA,NA
117,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",117,"Bhimunipatnam","Taluk","Taluk",NA,NA
118,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",118,"Chintapalle","Taluk","Taluk",NA,NA
119,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",119,"Chodavaram","Taluk","Taluk",NA,NA
120,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",120,"n.a. ( 1651)","Taluk","Taluk",NA,NA
121,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",121,"Narsipatnam","Taluk","Taluk",NA,NA
122,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",122,"Paderu","Taluk","Taluk",NA,NA
123,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",123,"Vishakhapatnam","Taluk","Taluk",NA,NA
124,105,"IND","India",2,"Andhra Pradesh",13,"Vishakhapatnam",124,"Yellamanchili","Taluk","Taluk",NA,NA
125,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",125,"Bobbili","Taluk","Taluk",NA,NA
126,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",126,"Gajapatinagaram","Taluk","Taluk",NA,NA
127,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",127,"n.a. ( 1607)","Taluk","Taluk",NA,NA
128,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",128,"Parvathipuram","Taluk","Taluk",NA,NA
129,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",129,"Puspatirega","Taluk","Taluk",NA,NA
130,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",130,"Salur","Taluk","Taluk",NA,NA
131,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",131,"Srungavarapukota","Taluk","Taluk",NA,NA
132,105,"IND","India",2,"Andhra Pradesh",14,"Vizianagaram",132,"Vizianagaram","Taluk","Taluk",NA,NA
133,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",133,"Bhimavaram","Taluk","Taluk",NA,NA
134,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",134,"Chintalapudi","Taluk","Taluk",NA,NA
135,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",135,"Eluru","Taluk","Taluk",NA,NA
136,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",136,"Kovvur","Taluk","Taluk",NA,NA
137,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",137,"Narsapur","Taluk","Taluk",NA,NA
138,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",138,"Polavaram","Taluk","Taluk",NA,NA
139,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",139,"Tadepallegudem","Taluk","Taluk",NA,NA
140,105,"IND","India",2,"Andhra Pradesh",15,"West Godavari",140,"Tanuku","Taluk","Taluk",NA,NA
141,105,"IND","India",3,"Arunachal Pradesh",16,"Changlang",141,"n.a. ( 347)","Taluk","Taluk",NA,NA
142,105,"IND","India",3,"Arunachal Pradesh",17,"East Kameng",142,"Seepa","Taluk","Taluk",NA,"East kameng"
143,105,"IND","India",3,"Arunachal Pradesh",18,"East Siang",143,"Pasighat","Taluk","Taluk",NA,"East siang"
144,105,"IND","India",3,"Arunachal Pradesh",19,"Kurung Kumey",144,"Itanagar","Taluk","Taluk",NA,"Lower subansiri"
145,105,"IND","India",3,"Arunachal Pradesh",20,"Lohit",145,"Tezu","Taluk","Taluk",NA,"Lohit"
146,105,"IND","India",3,"Arunachal Pradesh",21,"Lower Dibang Valley",146,"Amini","Taluk","Taluk",NA,"Dibang valley"
147,105,"IND","India",3,"Arunachal Pradesh",22,"Lower Subansiri",147,"Itanagar","Taluk","Taluk",NA,"Lower subansiri"
148,105,"IND","India",3,"Arunachal Pradesh",23,"Papum Pare",148,"Itanagar","Taluk","Taluk",NA,"Lower subansiri"
149,105,"IND","India",3,"Arunachal Pradesh",24,"Tawang",149,"Tawang","Taluk","Taluk",NA,NA
150,105,"IND","India",3,"Arunachal Pradesh",25,"Tirap",150,"Tirap","Taluk","Taluk",NA,NA
151,105,"IND","India",3,"Arunachal Pradesh",26,"Upper Dibang Valley",151,"Amini","Taluk","Taluk",NA,"Dibang valley"
152,105,"IND","India",3,"Arunachal Pradesh",27,"Upper Siang",152,"Along","Taluk","Taluk",NA,"West siang"
153,105,"IND","India",3,"Arunachal Pradesh",28,"Upper Subansiri",153,"Daporijo","Taluk","Taluk",NA,"Upper subansiri"
154,105,"IND","India",3,"Arunachal Pradesh",29,"West Kameng",154,"Bomdila","Taluk","Taluk",NA,"West kameng"
155,105,"IND","India",3,"Arunachal Pradesh",30,"West Siang",155,"Along","Taluk","Taluk",NA,"West siang"
156,105,"IND","India",4,"Assam",31,"Barpeta",156,"Berpeta","Taluk","Taluk",NA,"Barpeta"
157,105,"IND","India",4,"Assam",32,"Bongaigaon",157,"Kokrajhar","Taluk","Taluk",NA,NA
158,105,"IND","India",4,"Assam",33,"Cachar",158,"Silchar","Taluk","Taluk",NA,NA
159,105,"IND","India",4,"Assam",34,"Darrang",159,"Mangaldai","Taluk","Taluk",NA,"Darrang"
160,105,"IND","India",4,"Assam",35,"Dhemaji",160,"Dhemaji","Taluk","Taluk",NA,NA
161,105,"IND","India",4,"Assam",36,"Dhuburi",161,"Gauripur","Taluk","Taluk",NA,"Dhuburi"
162,105,"IND","India",4,"Assam",37,"Dibrugarh",162,"Dibrugarh","Taluk","Taluk",NA,NA
163,105,"IND","India",4,"Assam",38,"Goalpara",163,"Goalpara","Taluk","Taluk",NA,NA
164,105,"IND","India",4,"Assam",39,"Golaghat",164,"Golaghat","Taluk","Taluk",NA,NA
165,105,"IND","India",4,"Assam",40,"Hailakandi",165,"Hailakandi","Taluk","Taluk",NA,NA
166,105,"IND","India",4,"Assam",41,"Jorhat",166,"Jorhat","Taluk","Taluk",NA,NA
167,105,"IND","India",4,"Assam",42,"Kamrup",167,"Guwahati","Taluk","Taluk",NA,"Kamrup"
168,105,"IND","India",4,"Assam",43,"Karbi Anglong",168,"Diphu","Taluk","Taluk",NA,NA
169,105,"IND","India",4,"Assam",43,"Karbi Anglong",169,"n.a. ( 571)","Taluk","Taluk",NA,NA
170,105,"IND","India",4,"Assam",44,"Karimganj",170,"Karimganj","Taluk","Taluk",NA,NA
171,105,"IND","India",4,"Assam",45,"Kokrajhar",171,"Kokrajhar","Taluk","Taluk",NA,NA
172,105,"IND","India",4,"Assam",46,"Lakhimpur",172,"Lakhimpur","Taluk","Taluk",NA,"North lakhimpur"
173,105,"IND","India",4,"Assam",47,"Marigaon",173,"Nagaon","Taluk","Taluk",NA,NA
174,105,"IND","India",4,"Assam",48,"Nagaon",174,"Nagaon","Taluk","Taluk",NA,NA
175,105,"IND","India",4,"Assam",49,"Nalbari",175,"Nalbari","Taluk","Taluk",NA,NA
176,105,"IND","India",4,"Assam",50,"North Cachar Hills",176,"Haflong","Taluk","Taluk",NA,"North cachar hills"
177,105,"IND","India",4,"Assam",51,"Sibsagar",177,"Sibsagar","Taluk","Taluk",NA,NA
178,105,"IND","India",4,"Assam",52,"Sonitpur",178,"Tezpur","Taluk","Taluk",NA,"Sonitpur"
179,105,"IND","India",4,"Assam",53,"Tinsukia",179,"Chapakhowa","Taluk","Taluk",NA,"Sadiya"
180,105,"IND","India",4,"Assam",53,"Tinsukia",180,"Tinsukia","Taluk","Taluk",NA,NA
181,105,"IND","India",5,"Bihar",54,"Araria",181,"Araria","Taluk","Taluk",NA,NA
182,105,"IND","India",5,"Bihar",55,"Aurangabad",182,"Aurangabad","Taluk","Taluk",NA,NA
183,105,"IND","India",5,"Bihar",56,"Banka",183,"Banka","Taluk","Taluk",NA,NA
184,105,"IND","India",5,"Bihar",57,"Begusarai",184,"Begusarai","Taluk","Taluk",NA,NA
185,105,"IND","India",5,"Bihar",58,"Bhabua",185,"Bhabua","Taluk","Taluk",NA,"Bhabhua"
186,105,"IND","India",5,"Bihar",59,"Bhagalpur",186,"Bhagalpur","Taluk","Taluk",NA,NA
187,105,"IND","India",5,"Bihar",59,"Bhagalpur",187,"Naugachhia","Taluk","Taluk",NA,NA
188,105,"IND","India",5,"Bihar",60,"Bhojpur",188,"Ara","Taluk","Taluk",NA,NA
189,105,"IND","India",5,"Bihar",61,"Buxar",189,"Buxar","Taluk","Taluk",NA,NA
190,105,"IND","India",5,"Bihar",62,"Darbhanga",190,"Benipur","Taluk","Taluk",NA,NA
191,105,"IND","India",5,"Bihar",62,"Darbhanga",191,"Darbhanga","Taluk","Taluk",NA,NA
192,105,"IND","India",5,"Bihar",63,"Gaya",192,"Gaya","Taluk","Taluk",NA,NA
193,105,"IND","India",5,"Bihar",64,"Gopalganj",193,"Gopalganj","Taluk","Taluk",NA,NA
194,105,"IND","India",5,"Bihar",65,"Jamui",194,"Jamui","Taluk","Taluk",NA,NA
195,105,"IND","India",5,"Bihar",66,"Jehanabad",195,"Jahanabad","Taluk","Taluk",NA,NA
196,105,"IND","India",5,"Bihar",67,"Katihar",196,"Katihar","Taluk","Taluk",NA,NA
197,105,"IND","India",5,"Bihar",68,"Khagaria",197,"Khagaria","Taluk","Taluk",NA,NA
198,105,"IND","India",5,"Bihar",69,"Kishanganj",198,"Kishanganj","Taluk","Taluk",NA,NA
199,105,"IND","India",5,"Bihar",70,"Lakhisarai",199,"Lakhisarai","Taluk","Taluk",NA,NA
200,105,"IND","India",5,"Bihar",71,"Madhepura",200,"Kishanganj","Taluk","Taluk",NA,"Udakishanganj"
201,105,"IND","India",5,"Bihar",71,"Madhepura",201,"Madhepura","Taluk","Taluk",NA,NA
202,105,"IND","India",5,"Bihar",72,"Madhubani",202,"Benipatti","Taluk","Taluk",NA,NA
203,105,"IND","India",5,"Bihar",72,"Madhubani",203,"Jhanjharpur","Taluk","Taluk",NA,NA
204,105,"IND","India",5,"Bihar",72,"Madhubani",204,"Madhubani","Taluk","Taluk",NA,NA
205,105,"IND","India",5,"Bihar",73,"Munger",205,"Munger","Taluk","Taluk",NA,NA
206,105,"IND","India",5,"Bihar",74,"Muzaffarpur",206,"Muzaffarpur","Taluk","Taluk",NA,"Purba muzaffarpur"
207,105,"IND","India",5,"Bihar",74,"Muzaffarpur",207,"n.a. ( 542)","Taluk","Taluk",NA,NA
208,105,"IND","India",5,"Bihar",75,"Nalanda",208,"Bihar Sharif","Taluk","Taluk",NA,NA
209,105,"IND","India",5,"Bihar",75,"Nalanda",209,"Hilsa","Taluk","Taluk",NA,NA
210,105,"IND","India",5,"Bihar",76,"Nawada",210,"Nawada","Taluk","Taluk",NA,NA
211,105,"IND","India",5,"Bihar",77,"Pashchim Champaran",211,"Bettiah","Taluk","Taluk",NA,NA
212,105,"IND","India",5,"Bihar",78,"Patna",212,"Barh","Taluk","Taluk",NA,NA
213,105,"IND","India",5,"Bihar",78,"Patna",213,"Danapur","Taluk","Taluk",NA,NA
214,105,"IND","India",5,"Bihar",78,"Patna",214,"Masaurhi","Taluk","Taluk",NA,NA
215,105,"IND","India",5,"Bihar",78,"Patna",215,"n.a. ( 652)","Taluk","Taluk",NA,NA
216,105,"IND","India",5,"Bihar",79,"Purba Champaran",216,"Dhaka","Taluk","Taluk",NA,"Sikarahana"
217,105,"IND","India",5,"Bihar",79,"Purba Champaran",217,"Motihari","Taluk","Taluk",NA,NA
218,105,"IND","India",5,"Bihar",80,"Purnia",218,"Purnia","Taluk","Taluk",NA,NA
219,105,"IND","India",5,"Bihar",81,"Rohtas",219,"Sasaram","Taluk","Taluk",NA,NA
220,105,"IND","India",5,"Bihar",82,"Saharsa",220,"Saharsa","Taluk","Taluk",NA,NA
221,105,"IND","India",5,"Bihar",83,"Samastipur",221,"Dalsing Sarai","Taluk","Taluk",NA,NA
222,105,"IND","India",5,"Bihar",83,"Samastipur",222,"Rusera","Taluk","Taluk",NA,NA
223,105,"IND","India",5,"Bihar",83,"Samastipur",223,"Samastipur","Taluk","Taluk",NA,NA
224,105,"IND","India",5,"Bihar",84,"Saran",224,"Chhapra","Taluk","Taluk",NA,NA
225,105,"IND","India",5,"Bihar",85,"Sheikhpura",225,"Sheikhpura","Taluk","Taluk",NA,NA
226,105,"IND","India",5,"Bihar",86,"Sheohar",226,"Sheohar","Taluk","Taluk",NA,NA
227,105,"IND","India",5,"Bihar",87,"Sitamarhi",227,"n.a. ( 455)","Taluk","Taluk",NA,NA
228,105,"IND","India",5,"Bihar",87,"Sitamarhi",228,"Sitamarhi","Taluk","Taluk",NA,"Paschim sitamarhi"
229,105,"IND","India",5,"Bihar",88,"Siwan",229,"Siwan","Taluk","Taluk",NA,NA
230,105,"IND","India",5,"Bihar",89,"Supaul",230,"Birpur","Taluk","Taluk",NA,NA
231,105,"IND","India",5,"Bihar",89,"Supaul",231,"Supaul","Taluk","Taluk",NA,NA
232,105,"IND","India",5,"Bihar",90,"Vaishali",232,"Hajipur","Taluk","Taluk",NA,NA
233,105,"IND","India",6,"Chandigarh",91,"Chandigarh",233,"Chandigarh","Taluk","Taluk",NA,NA
234,105,"IND","India",7,"Chhattisgarh",92,"Bastar",234,"Jagdalpur","Taluk","Taluk",NA,NA
235,105,"IND","India",7,"Chhattisgarh",92,"Bastar",235,"Kondagaon","Taluk","Taluk",NA,NA
236,105,"IND","India",7,"Chhattisgarh",92,"Bastar",236,"n.a. ( 1547)","Taluk","Taluk",NA,NA
237,105,"IND","India",7,"Chhattisgarh",92,"Bastar",237,"n.a. ( 1608)","Taluk","Taluk",NA,NA
238,105,"IND","India",7,"Chhattisgarh",92,"Bastar",238,"Narainpur","Taluk","Taluk",NA,NA
239,105,"IND","India",7,"Chhattisgarh",93,"Bilaspur",239,"Bilaspur","Taluk","Taluk",NA,NA
240,105,"IND","India",7,"Chhattisgarh",93,"Bilaspur",240,"Kota","Taluk","Taluk",NA,NA
241,105,"IND","India",7,"Chhattisgarh",93,"Bilaspur",241,"Mungeli","Taluk","Taluk",NA,NA
